Date,train_orig_unscaled,train_pred_unscaled,validation_orig_unscaled,validation_pred_unscaled
2009-07-13,15.7,17.797657,,
2009-07-14,12.9,16.333193,,
2009-07-15,14.3,16.150255,,
2009-07-16,14.6,16.899313,,
2009-07-17,14.3,16.7432,,
2009-07-18,17.3,17.121326,,
2009-07-19,19.8,18.945917,,
2009-07-20,21.3,19.78545,,
2009-07-21,24.899999999999995,19.929522,,
2009-07-22,19.8,19.444984,,
2009-07-23,14.0,17.38523,,
2009-07-24,15.1,16.671618,,
2009-07-25,16.1,17.968868,,
2009-07-26,13.3,19.281385,,
2009-07-27,16.9,17.41089,,
2009-07-28,16.1,17.310333,,
2009-07-29,16.0,17.349901,,
2009-07-30,16.6,18.225533,,
2009-07-31,17.2,18.438747,,
2009-08-01,15.5,19.047598,,
2009-08-02,18.5,18.735407,,
2009-08-03,15.7,20.127064,,
2009-08-04,19.0,19.79096,,
2009-08-05,20.8,19.488832,,
2009-08-06,25.0,20.486988,,
2009-08-07,16.5,20.382479,,
2009-08-08,17.3,17.997442,,
2009-08-09,18.7,20.336374,,
2009-08-10,19.7,19.999907,,
2009-08-11,18.5,19.67557,,
2009-08-12,18.1,17.894957,,
2009-08-13,20.3,18.316349,,
2009-08-14,21.9,20.177145,,
2009-08-15,27.6,24.754616,,
2009-08-16,21.000000000000004,18.436155,,
2009-08-17,18.3,20.314629,,
2009-08-18,21.1,18.867203,,
2009-08-19,19.6,24.194572,,
2009-08-20,24.2,21.270185,,
2009-08-21,18.2,21.75389,,
2009-08-22,16.2,18.252987,,
2009-08-23,21.1,17.252932,,
2009-08-24,20.600000000000005,21.18696,,
2009-08-25,17.9,20.723257,,
2009-08-26,20.3,19.377047,,
2009-08-27,22.1,21.254053,,
2009-08-28,21.400000000000002,23.314335,,
2009-08-29,19.899999999999995,18.620184,,
2009-08-30,15.0,20.266567,,
2009-08-31,18.8,19.07432,,
2009-09-01,19.4,19.743284,,
2009-09-02,23.700000000000003,23.178917,,
2009-09-03,21.5,24.710188,,
2009-09-04,19.1,22.03808,,
2009-09-05,17.8,20.09203,,
2009-09-06,24.099999999999998,22.993364,,
2009-09-07,20.1,22.699997,,
2009-09-08,18.6,20.96709,,
2009-09-09,17.0,21.483742,,
2009-09-10,20.4,21.673847,,
2009-09-11,31.3,25.9309,,
2009-09-12,34.0,24.6375,,
2009-09-13,23.700000000000003,26.519302,,
2009-09-14,18.7,24.320591,,
2009-09-15,24.0,27.90975,,
2009-09-16,28.4,29.206049,,
2009-09-17,20.1,19.996414,,
2009-09-18,21.3,21.046276,,
2009-09-19,27.199999999999996,26.758076,,
2009-09-20,21.5,24.917645,,
2009-09-21,24.099999999999998,23.93194,,
2009-09-22,24.099999999999998,19.104326,,
2009-09-23,19.1,18.17993,,
2009-09-24,21.1,20.45662,,
2009-09-25,20.7,22.98088,,
2009-09-26,14.8,17.809488,,
2009-09-27,15.899999999999999,18.039837,,
2009-09-28,17.9,20.360403,,
2009-09-29,22.6,21.565006,,
2009-09-30,29.4,25.379347,,
2009-10-01,22.7,24.81296,,
2009-10-02,13.5,18.03129,,
2009-10-03,18.2,16.852016,,
2009-10-04,19.4,18.267746,,
2009-10-05,20.4,18.438023,,
2009-10-06,16.7,19.682333,,
2009-10-07,17.4,18.023403,,
2009-10-08,18.6,19.846006,,
2009-10-09,20.4,21.133205,,
2009-10-10,23.1,24.539848,,
2009-10-11,27.6,27.356037,,
2009-10-12,22.3,27.473728,,
2009-10-13,19.6,19.737185,,
2009-10-14,20.1,16.947586,,
2009-10-15,17.7,19.861732,,
2009-10-16,19.7,19.216497,,
2009-10-17,19.8,21.551409,,
2009-10-18,22.5,24.094221,,
2009-10-19,27.199999999999996,26.884815,,
2009-10-20,33.6,31.982862,,
2009-10-21,27.0,29.827286,,
2009-10-22,29.3,27.661736,,
2009-10-23,29.900000000000002,30.248653,,
2009-10-24,32.8,29.966522,,
2009-10-25,20.7,30.7209,,
2009-10-26,25.5,23.293549,,
2009-10-27,28.4,27.950382,,
2009-10-28,32.0,33.210377,,
2009-10-29,33.6,34.348057,,
2009-10-30,35.8,33.01113,,
2009-10-31,38.2,33.559044,,
2009-11-01,39.3,35.672813,,
2009-11-02,40.3,35.400475,,
2009-11-03,23.8,31.88389,,
2009-11-04,24.2,24.874754,,
2009-11-05,23.4,27.140024,,
2009-11-06,30.0,29.421364,,
2009-11-07,35.3,35.276108,,
2009-11-08,34.7,36.114174,,
2009-11-09,36.3,38.715824,,
2009-11-10,38.50000000000001,37.28086,,
2009-11-11,41.0,40.19116,,
2009-11-12,41.1,41.435482,,
2009-11-13,38.2,40.846844,,
2009-11-14,40.3,40.79881,,
2009-11-15,41.6,41.51071,,
2009-11-16,35.3,37.196823,,
2009-11-17,32.1,34.089214,,
2009-11-18,42.1,38.272182,,
2009-11-19,41.7,36.35273,,
2009-11-20,35.3,38.65434,,
2009-11-21,22.5,24.552391,,
2009-11-22,23.4,23.456148,,
2009-11-23,22.8,24.16505,,
2009-11-24,27.1,28.940731,,
2009-11-25,35.3,31.664783,,
2009-11-26,22.7,27.481558,,
2009-11-27,33.4,27.0761,,
2009-11-28,23.700000000000003,26.983055,,
2009-11-29,23.8,25.060074,,
2009-11-30,25.2,24.327208,,
2009-12-01,27.199999999999996,26.40465,,
2009-12-02,30.8,32.145916,,
2009-12-03,34.6,35.049652,,
2009-12-04,26.9,28.944885,,
2009-12-05,27.1,32.609055,,
2009-12-06,30.9,28.963308,,
2009-12-07,32.1,34.51296,,
2009-12-08,21.9,32.699238,,
2009-12-09,24.6,25.071583,,
2009-12-10,24.2,28.387653,,
2009-12-11,24.2,25.462704,,
2009-12-12,26.9,28.150627,,
2009-12-13,29.099999999999998,30.019745,,
2009-12-14,32.1,32.347507,,
2009-12-15,35.4,34.93495,,
2009-12-16,40.89999999999999,38.956985,,
2009-12-17,36.5,38.77765,,
2009-12-18,25.600000000000005,27.29739,,
2009-12-19,28.4,28.023857,,
2009-12-20,31.1,30.507984,,
2009-12-21,35.8,33.37962,,
2009-12-22,37.0,35.351654,,
2009-12-23,40.8,37.00098,,
2009-12-24,32.7,40.877434,,
2009-12-25,28.4,30.314714,,
2009-12-26,30.4,31.07113,,
2009-12-27,32.4,34.829136,,
2009-12-28,36.2,32.46289,,
2009-12-29,36.6,38.364735,,
2009-12-30,38.9,38.507927,,
2009-12-31,37.2,42.853832,,
2010-01-01,37.4,36.603138,,
2010-01-02,27.4,30.212675,,
2010-01-03,27.199999999999996,29.43558,,
2010-01-04,30.9,32.53213,,
2010-01-05,36.3,38.810528,,
2010-01-06,34.3,36.039894,,
2010-01-07,34.6,37.97332,,
2010-01-08,38.2,39.01643,,
2010-01-09,42.00000000000001,41.32724,,
2010-01-10,44.2,39.90203,,
2010-01-11,43.599999999999994,44.214413,,
2010-01-12,41.1,39.34868,,
2010-01-13,27.0,28.804867,,
2010-01-14,29.099999999999998,31.28892,,
2010-01-15,33.9,34.5705,,
2010-01-16,35.4,38.522335,,
2010-01-17,25.2,33.0915,,
2010-01-18,24.8,28.15152,,
2010-01-19,28.2,29.9733,,
2010-01-20,36.6,33.794304,,
2010-01-21,40.8,35.836903,,
2010-01-22,42.9,38.47283,,
2010-01-23,30.5,34.984993,,
2010-01-24,32.6,34.707874,,
2010-01-25,35.8,37.19765,,
2010-01-26,37.9,38.81144,,
2010-01-27,34.3,35.484337,,
2010-01-28,34.4,34.967163,,
2010-01-29,32.1,36.179863,,
2010-01-30,36.9,34.91493,,
2010-01-31,40.2,42.311874,,
2010-02-01,37.1,38.191883,,
2010-02-02,36.6,38.25414,,
2010-02-03,32.9,36.789684,,
2010-02-04,24.7,29.072329,,
2010-02-05,28.7,28.572115,,
2010-02-06,31.3,31.249947,,
2010-02-07,36.1,33.465076,,
2010-02-08,38.0,38.52274,,
2010-02-09,36.7,38.369976,,
2010-02-10,39.2,38.299873,,
2010-02-11,39.3,38.661064,,
2010-02-12,31.799999999999997,32.05503,,
2010-02-13,28.7,31.233812,,
2010-02-14,31.2,31.089674,,
2010-02-15,31.799999999999997,29.127562,,
2010-02-16,33.7,31.375961,,
2010-02-17,36.3,37.015694,,
2010-02-18,34.0,35.749165,,
2010-02-19,35.1,37.85919,,
2010-02-20,37.3,39.31496,,
2010-02-21,38.3,35.119682,,
2010-02-22,30.4,31.864847,,
2010-02-23,25.600000000000005,29.748564,,
2010-02-24,30.1,30.763931,,
2010-02-25,33.7,31.948915,,
2010-02-26,37.5,36.228954,,
2010-02-27,34.7,34.359818,,
2010-02-28,29.0,32.23992,,
2010-03-01,26.799999999999997,29.308311,,
2010-03-02,29.8,26.858171,,
2010-03-03,32.1,30.431059,,
2010-03-04,23.300000000000004,33.80643,,
2010-03-05,27.5,25.557375,,
2010-03-06,20.8,25.583408,,
2010-03-07,26.1,25.500967,,
2010-03-08,23.0,24.58505,,
2010-03-09,23.4,23.311628,,
2010-03-10,21.6,23.262709,,
2010-03-11,25.3,24.007097,,
2010-03-12,26.000000000000004,27.307983,,
2010-03-13,29.6,29.394804,,
2010-03-14,31.1,31.873245,,
2010-03-15,32.3,32.28642,,
2010-03-16,34.3,32.69708,,
2010-03-17,34.9,35.003834,,
2010-03-18,34.2,36.45478,,
2010-03-19,33.6,34.898415,,
2010-03-20,33.3,32.158333,,
2010-03-21,29.3,32.411423,,
2010-03-22,26.5,26.674784,,
2010-03-23,27.9,29.082268,,
2010-03-24,29.499999999999996,29.676764,,
2010-03-25,31.9,31.18999,,
2010-03-26,35.2,31.883644,,
2010-03-27,35.2,32.620056,,
2010-03-28,33.4,32.961586,,
2010-03-29,27.199999999999996,23.987875,,
2010-03-30,25.0,27.470621,,
2010-03-31,25.5,26.141047,,
2010-04-01,27.4,27.520096,,
2010-04-02,25.600000000000005,25.296234,,
2010-04-03,24.099999999999998,25.353073,,
2010-04-04,26.3,23.942236,,
2010-04-05,30.7,29.394468,,
2010-04-06,23.4,28.493021,,
2010-04-07,23.700000000000003,22.9008,,
2010-04-08,24.0,23.343763,,
2010-04-09,20.9,24.728224,,
2010-04-10,22.9,20.121113,,
2010-04-11,20.2,23.03867,,
2010-04-12,20.2,21.477503,,
2010-04-13,19.8,22.82685,,
2010-04-14,19.8,22.305534,,
2010-04-15,21.3,22.797266,,
2010-04-16,25.4,22.996515,,
2010-04-17,29.8,26.52502,,
2010-04-18,29.499999999999996,26.30929,,
2010-04-19,29.8,28.337593,,
2010-04-20,28.4,29.024694,,
2010-04-21,29.7,29.26575,,
2010-04-22,30.7,29.492424,,
2010-04-23,30.4,30.144547,,
2010-04-24,20.0,21.27601,,
2010-04-25,21.3,20.54955,,
2010-04-26,21.7,21.232815,,
2010-04-27,22.1,24.113384,,
2010-04-28,20.5,21.517616,,
2010-04-29,20.5,20.733164,,
2010-04-30,20.0,21.210281,,
2010-05-01,23.700000000000003,23.666748,,
2010-05-02,24.499999999999996,26.615112,,
2010-05-03,26.3,23.344934,,
2010-05-04,25.1,24.256302,,
2010-05-05,17.8,20.59598,,
2010-05-06,21.000000000000004,19.788513,,
2010-05-07,22.0,21.65202,,
2010-05-08,22.5,23.136736,,
2010-05-09,23.300000000000004,23.578402,,
2010-05-10,24.099999999999998,25.460451,,
2010-05-11,17.5,23.19706,,
2010-05-12,16.1,20.015463,,
2010-05-13,17.3,19.378647,,
2010-05-14,19.1,20.906357,,
2010-05-15,19.6,22.003939,,
2010-05-16,17.7,22.516014,,
2010-05-17,17.6,19.301739,,
2010-05-18,20.1,19.937733,,
2010-05-19,20.7,20.729013,,
2010-05-20,19.8,22.4048,,
2010-05-21,20.1,19.73168,,
2010-05-22,18.4,21.348465,,
2010-05-23,18.6,22.521471,,
2010-05-24,16.4,18.72208,,
2010-05-25,18.3,17.91386,,
2010-05-26,16.8,17.063166,,
2010-05-27,14.1,17.06839,,
2010-05-28,18.9,17.394379,,
2010-05-29,14.2,17.851149,,
2010-05-30,16.7,17.09774,,
2010-05-31,17.2,17.639633,,
2010-06-01,17.8,16.359953,,
2010-06-02,16.1,15.613756,,
2010-06-03,17.4,16.567854,,
2010-06-04,16.8,17.537983,,
2010-06-05,15.7,17.02842,,
2010-06-06,14.6,16.087564,,
2010-06-07,12.9,15.859053,,
2010-06-08,14.0,16.095879,,
2010-06-09,14.9,18.038141,,
2010-06-10,15.2,16.753286,,
2010-06-11,15.599999999999998,16.781738,,
2010-06-12,14.3,16.847092,,
2010-06-13,12.7,16.489536,,
2010-06-14,13.7,17.07805,,
2010-06-15,15.899999999999999,17.801142,,
2010-06-16,18.9,18.364073,,
2010-06-17,16.8,18.06014,,
2010-06-18,17.2,18.056744,,
2010-06-19,17.8,17.002216,,
2010-06-20,17.1,18.005472,,
2010-06-21,17.4,18.332632,,
2010-06-22,15.8,18.254255,,
2010-06-23,18.5,17.679445,,
2010-06-24,20.600000000000005,20.475664,,
2010-06-25,14.2,15.47842,,
2010-06-26,12.9,15.556585,,
2010-06-27,12.5,15.78308,,
2010-06-28,13.2,16.484213,,
2010-06-29,13.3,16.434875,,
2010-06-30,14.0,15.82185,,
2010-07-01,14.0,15.938894,,
2010-07-02,11.5,16.189644,,
2010-07-03,12.9,16.095787,,
2010-07-04,12.9,14.162459,,
2010-07-05,12.9,15.366243,,
2010-07-06,12.4,14.728385,,
2010-07-07,14.1,15.421373,,
2010-07-08,15.2,16.495975,,
2010-07-09,17.5,16.57985,,
2010-07-10,15.4,18.530416,,
2010-07-11,16.2,16.692879,,
2010-07-12,15.8,17.696424,,
2010-07-13,15.5,17.75723,,
2010-07-14,15.899999999999999,16.956755,,
2010-07-15,15.0,15.175961,,
2010-07-16,13.3,16.010475,,
2010-07-17,12.800000000000002,16.721653,,
2010-07-18,15.5,17.528149,,
2010-07-19,13.5,14.5427885,,
2010-07-20,14.8,15.930988,,
2010-07-21,14.0,15.410281,,
2010-07-22,14.5,15.884355,,
2010-07-23,14.9,15.574227,,
2010-07-24,14.4,15.811956,,
2010-07-25,15.0,16.278574,,
2010-07-26,16.1,18.279867,,
2010-07-27,16.3,19.122753,,
2010-07-28,17.5,19.284975,,
2010-07-29,17.9,20.585705,,
2010-07-30,19.8,18.774027,,
2010-07-31,16.6,16.65408,,
2010-08-01,12.7,17.295498,,
2010-08-02,14.1,15.319909,,
2010-08-03,14.1,15.0762005,,
2010-08-04,13.3,16.110983,,
2010-08-05,13.399999999999999,15.612969,,
2010-08-06,13.7,15.369605,,
2010-08-07,14.0,15.932994,,
2010-08-08,16.6,17.835945,,
2010-08-09,18.7,18.540833,,
2010-08-10,11.5,19.012339,,
2010-08-11,15.599999999999998,16.137327,,
2010-08-12,16.2,16.422932,,
2010-08-13,15.599999999999998,16.48781,,
2010-08-14,18.5,19.162294,,
2010-08-15,15.1,19.345533,,
2010-08-16,14.1,18.21425,,
2010-08-17,15.2,17.707022,,
2010-08-18,21.3,18.423672,,
2010-08-19,15.7,18.723446,,
2010-08-20,14.4,18.070408,,
2010-08-21,16.5,17.385725,,
2010-08-22,16.6,18.459248,,
2010-08-23,14.8,19.880949,,
2010-08-24,17.1,17.59566,,
2010-08-25,15.0,17.6947,,
2010-08-26,15.1,17.505383,,
2010-08-27,15.300000000000002,16.672365,,
2010-08-28,16.2,17.724602,,
2010-08-29,16.6,19.14475,,
2010-08-30,19.3,19.98781,,
2010-08-31,21.5,21.995144,,
2010-09-01,17.9,20.801336,,
2010-09-02,18.6,19.70087,,
2010-09-03,20.8,18.06069,,
2010-09-04,18.7,18.94854,,
2010-09-05,16.7,19.080755,,
2010-09-06,15.599999999999998,17.830566,,
2010-09-07,16.5,16.845018,,
2010-09-08,17.7,20.732327,,
2010-09-09,22.6,21.176727,,
2010-09-10,18.4,20.882765,,
2010-09-11,15.4,19.225492,,
2010-09-12,20.600000000000005,20.883749,,
2010-09-13,20.3,21.02736,,
2010-09-14,16.6,19.639877,,
2010-09-15,16.5,18.806364,,
2010-09-16,16.1,18.923912,,
2010-09-17,16.5,18.382338,,
2010-09-18,16.0,20.034594,,
2010-09-19,15.8,19.003078,,
2010-09-20,17.4,19.645504,,
2010-09-21,18.4,20.376307,,
2010-09-22,19.0,20.092028,,
2010-09-23,18.6,20.718533,,
2010-09-24,18.9,20.11438,,
2010-09-25,23.2,22.049906,,
2010-09-26,20.3,20.627197,,
2010-09-27,22.4,24.110851,,
2010-09-28,17.2,21.927418,,
2010-09-29,17.1,20.64798,,
2010-09-30,18.1,22.475512,,
2010-10-01,21.3,24.055378,,
2010-10-02,24.2,26.347092,,
2010-10-03,27.0,27.632986,,
2010-10-04,29.099999999999998,29.103807,,
2010-10-05,27.4,28.738924,,
2010-10-06,26.4,27.961306,,
2010-10-07,19.2,20.855295,,
2010-10-08,21.1,22.328724,,
2010-10-09,23.1,22.433441,,
2010-10-10,28.5,24.48151,,
2010-10-11,28.5,29.748863,,
2010-10-12,30.0,30.69485,,
2010-10-13,19.4,23.875135,,
2010-10-14,24.2,21.392248,,
2010-10-15,13.3,21.153713,,
2010-10-16,15.8,18.675962,,
2010-10-17,16.0,20.414885,,
2010-10-18,18.4,20.614174,,
2010-10-19,21.2,22.224945,,
2010-10-20,24.0,25.852003,,
2010-10-21,27.199999999999996,28.55681,,
2010-10-22,31.6,30.299625,,
2010-10-23,20.4,23.887297,,
2010-10-24,21.6,22.463669,,
2010-10-25,24.4,24.384117,,
2010-10-26,27.8,27.948439,,
2010-10-27,22.5,24.3285,,
2010-10-28,27.4,25.698614,,
2010-10-29,32.8,30.237501,,
2010-10-30,15.8,22.502546,,
2010-10-31,18.4,20.630045,,
2010-11-01,18.9,20.046358,,
2010-11-02,20.0,22.225477,,
2010-11-03,20.1,22.641253,,
2010-11-04,18.7,24.47264,,
2010-11-05,23.300000000000004,24.554947,,
2010-11-06,27.199999999999996,28.24999,,
2010-11-07,31.5,30.216629,,
2010-11-08,26.5,28.467478,,
2010-11-09,31.2,28.011446,,
2010-11-10,33.7,32.804443,,
2010-11-11,37.4,28.73,,
2010-11-12,37.5,27.402344,,
2010-11-13,17.7,23.151024,,
2010-11-14,22.0,21.958345,,
2010-11-15,23.1,22.838062,,
2010-11-16,22.199999999999996,25.565647,,
2010-11-17,25.8,26.297415,,
2010-11-18,24.099999999999998,27.121054,,
2010-11-19,25.600000000000005,24.737564,,
2010-11-20,30.1,30.06471,,
2010-11-21,33.3,34.875175,,
2010-11-22,33.9,35.246662,,
2010-11-23,30.2,34.320084,,
2010-11-24,32.2,30.874392,,
2010-11-25,29.4,30.161575,,
2010-11-26,31.7,29.95867,,
2010-11-27,19.6,28.973042,,
2010-11-28,19.3,22.58913,,
2010-11-29,17.7,21.264431,,
2010-11-30,21.2,22.829348,,
2010-12-01,25.8,26.299845,,
2010-12-02,27.9,30.05207,,
2010-12-03,32.3,32.231228,,
2010-12-04,33.7,30.456331,,
2010-12-05,33.3,29.217903,,
2010-12-06,31.5,29.85179,,
2010-12-07,30.8,28.047403,,
2010-12-08,25.1,26.462898,,
2010-12-09,27.199999999999996,25.5944,,
2010-12-10,22.8,27.503756,,
2010-12-11,24.499999999999996,25.22211,,
2010-12-12,23.8,25.34677,,
2010-12-13,24.8,24.650187,,
2010-12-14,30.3,28.388136,,
2010-12-15,26.5,29.937067,,
2010-12-16,24.8,25.69903,,
2010-12-17,26.3,26.007475,,
2010-12-18,24.3,25.344769,,
2010-12-19,18.4,25.309557,,
2010-12-20,23.1,22.511007,,
2010-12-21,22.9,24.151608,,
2010-12-22,27.199999999999996,27.220566,,
2010-12-23,29.8,32.171864,,
2010-12-24,31.7,30.93005,,
2010-12-25,32.5,36.07346,,
2010-12-26,28.8,31.112127,,
2010-12-27,25.0,28.734697,,
2010-12-28,26.3,28.321787,,
2010-12-29,35.3,33.118977,,
2010-12-30,37.6,35.818665,,
2010-12-31,42.1,37.92239,,
2011-01-01,37.8,34.98357,,
2011-01-02,31.1,33.231743,,
2011-01-03,29.499999999999996,34.540493,,
2011-01-04,28.8,33.078785,,
2011-01-05,30.8,32.16243,,
2011-01-06,33.6,31.543253,,
2011-01-07,36.9,38.13854,,
2011-01-08,37.4,37.055847,,
2011-01-09,25.3,31.458141,,
2011-01-10,28.1,27.352985,,
2011-01-11,26.3,25.976698,,
2011-01-12,28.6,28.94291,,
2011-01-13,27.1,29.169374,,
2011-01-14,28.0,28.946522,,
2011-01-15,32.3,33.94454,,
2011-01-16,34.2,34.740036,,
2011-01-17,26.000000000000004,31.925692,,
2011-01-18,26.799999999999997,29.700743,,
2011-01-19,27.8,30.778215,,
2011-01-20,32.0,31.479847,,
2011-01-21,36.3,33.8626,,
2011-01-22,34.6,34.243,,
2011-01-23,34.2,34.59425,,
2011-01-24,30.9,33.54059,,
2011-01-25,37.6,31.308176,,
2011-01-26,31.799999999999997,33.229984,,
2011-01-27,34.2,32.441414,,
2011-01-28,30.8,35.273838,,
2011-01-29,33.7,37.13821,,
2011-01-30,39.0,40.76835,,
2011-01-31,39.9,40.931202,,
2011-02-01,41.9,38.9989,,
2011-02-02,36.5,36.718132,,
2011-02-03,38.7,35.224796,,
2011-02-04,35.4,34.89718,,
2011-02-05,23.2,23.520699,,
2011-02-06,22.1,23.902925,,
2011-02-07,25.1,26.278301,,
