Date,train_orig_unscaled,train_pred_unscaled,validation_orig_unscaled,validation_pred_unscaled
2009-05-12,19.5,19.059969,,
2009-05-13,19.7,18.344023,,
2009-05-14,19.1,18.411797,,
2009-05-15,20.8,18.192553,,
2009-05-16,19.5,18.933006,,
2009-05-17,18.5,18.414389,,
2009-05-18,18.3,17.911142,,
2009-05-19,21.9,17.690573,,
2009-05-20,19.4,19.288767,,
2009-05-21,23.0,18.43691,,
2009-05-22,22.7,20.079298,,
2009-05-23,20.600000000000005,20.321709,,
2009-05-24,22.8,19.44727,,
2009-05-25,19.8,20.43577,,
2009-05-26,17.2,19.141989,,
2009-05-27,17.1,17.71883,,
2009-05-28,13.9,17.398743,,
2009-05-29,14.4,15.794237,,
2009-05-30,17.6,15.626913,,
2009-05-31,14.5,16.901875,,
2009-06-01,14.2,15.734214,,
2009-06-02,16.0,15.374938,,
2009-06-03,16.1,15.989375,,
2009-06-04,17.2,16.048777,,
2009-06-05,17.7,16.489834,,
2009-06-06,16.3,16.668127,,
2009-06-07,15.4,16.027441,,
2009-06-08,15.1,15.472294,,
2009-06-09,14.6,15.116583,,
2009-06-10,12.2,14.855688,,
2009-06-11,12.9,14.096823,,
2009-06-12,11.6,14.026012,,
2009-06-13,17.0,13.613395,,
2009-06-14,17.0,15.095258,,
2009-06-15,14.3,15.405232,,
2009-06-16,15.899999999999999,14.721589,,
2009-06-17,15.7,15.056677,,
2009-06-18,16.6,15.0516205,,
2009-06-19,17.2,15.389467,,
2009-06-20,16.1,15.665078,,
2009-06-21,19.5,15.3345175,,
2009-06-22,20.1,16.558722,,
2009-06-23,18.1,17.188557,,
2009-06-24,14.4,16.70032,,
2009-06-25,14.8,15.39969,,
2009-06-26,11.8,15.146234,,
2009-06-27,12.6,14.181872,,
2009-06-28,17.7,14.075108,,
2009-06-29,20.5,15.716611,,
2009-06-30,23.2,17.224703,,
2009-07-01,17.0,18.923862,,
2009-07-02,15.1,16.882757,,
2009-07-03,15.2,15.752719,,
2009-07-04,16.0,15.497369,,
2009-07-05,13.9,15.652129,,
2009-07-06,12.1,14.880484,,
2009-07-07,13.599999999999998,14.143729,,
2009-07-08,16.2,14.281169,,
2009-07-09,18.5,15.075392,,
2009-07-10,17.6,16.186094,,
2009-07-11,14.9,16.252777,,
2009-07-12,17.2,15.356659,,
2009-07-13,15.7,16.069221,,
2009-07-14,12.9,15.563322,,
2009-07-15,14.3,14.495519,,
2009-07-16,14.6,14.546331,,
2009-07-17,14.3,14.594638,,
2009-07-18,17.3,14.52444,,
2009-07-19,19.8,15.478307,,
2009-07-20,21.3,16.682344,,
2009-07-21,24.899999999999995,17.751339,,
2009-07-22,19.8,19.78481,,
2009-07-23,14.0,18.330832,,
2009-07-24,15.1,15.919018,,
2009-07-25,16.1,15.552509,,
2009-07-26,13.3,15.737841,,
2009-07-27,16.9,14.794871,,
2009-07-28,16.1,15.803117,,
2009-07-29,16.0,15.664654,,
2009-07-30,16.6,15.631985,,
2009-07-31,17.2,15.966898,,
2009-08-01,15.5,16.36782,,
2009-08-02,18.5,15.807279,,
2009-08-03,15.7,16.888346,,
2009-08-04,19.0,15.88938,,
2009-08-05,20.8,16.94349,,
2009-08-06,25.0,17.75216,,
2009-08-07,16.5,19.804958,,
2009-08-08,17.3,16.980377,,
2009-08-09,18.7,16.735613,,
2009-08-10,19.7,17.19028,,
2009-08-11,18.5,17.78569,,
2009-08-12,18.1,17.466724,,
2009-08-13,20.3,17.280975,,
2009-08-14,21.9,18.224476,,
2009-08-15,27.6,19.198965,,
2009-08-16,21.000000000000004,22.268875,,
2009-08-17,18.3,19.920662,,
2009-08-18,21.1,18.381886,,
2009-08-19,19.6,19.419006,,
2009-08-20,24.2,18.8332,,
2009-08-21,18.2,21.0099,,
2009-08-22,16.2,18.388245,,
2009-08-23,21.1,17.12704,,
2009-08-24,20.600000000000005,19.174517,,
2009-08-25,17.9,19.358892,,
2009-08-26,20.3,18.159918,,
2009-08-27,22.1,19.133408,,
2009-08-28,21.400000000000002,20.172823,,
2009-08-29,19.899999999999995,19.951654,,
2009-08-30,15.0,19.161608,,
2009-08-31,18.8,16.672697,,
2009-09-01,19.4,17.886683,,
2009-09-02,23.700000000000003,18.323954,,
2009-09-03,21.5,20.40567,,
2009-09-04,19.1,19.775763,,
2009-09-05,17.8,18.5371,,
2009-09-06,24.099999999999998,17.743113,,
2009-09-07,20.1,20.677935,,
2009-09-08,18.6,19.218193,,
2009-09-09,17.0,18.341524,,
2009-09-10,20.4,17.458439,,
2009-09-11,31.3,18.788311,,
2009-09-12,34.0,24.456518,,
2009-09-13,23.700000000000003,27.004541,,
2009-09-14,18.7,22.216629,,
2009-09-15,24.0,19.362473,,
2009-09-16,28.4,21.725628,,
2009-09-17,20.1,24.516632,,
2009-09-18,21.3,20.359314,,
2009-09-19,27.199999999999996,20.57596,,
2009-09-20,21.5,24.004013,,
2009-09-21,24.099999999999998,21.38661,,
2009-09-22,24.099999999999998,22.630993,,
2009-09-23,19.1,22.833256,,
2009-09-24,21.1,20.133455,,
2009-09-25,20.7,21.01823,,
2009-09-26,14.8,20.814556,,
2009-09-27,15.899999999999999,17.32127,,
2009-09-28,17.9,17.283005,,
2009-09-29,22.6,18.1213,,
2009-09-30,29.4,20.69662,,
2009-10-01,22.7,24.685728,,
2009-10-02,13.5,21.394552,,
2009-10-03,18.2,16.634155,,
2009-10-04,19.4,18.126995,,
2009-10-05,20.4,18.578434,,
2009-10-06,16.7,19.10292,,
2009-10-07,17.4,17.369722,,
2009-10-08,18.6,17.264385,,
2009-10-09,20.4,17.759554,,
2009-10-10,23.1,18.652443,,
2009-10-11,27.6,20.146427,,
2009-10-12,22.3,22.886257,,
2009-10-13,19.6,20.852877,,
2009-10-14,20.1,19.295685,,
2009-10-15,17.7,19.196808,,
2009-10-16,19.7,17.811512,,
2009-10-17,19.8,18.480528,,
2009-10-18,22.5,18.742878,,
2009-10-19,27.199999999999996,20.078976,,
2009-10-20,33.6,22.769297,,
2009-10-21,27.0,26.876661,,
2009-10-22,29.3,24.110119,,
2009-10-23,29.900000000000002,25.341162,,
2009-10-24,32.8,26.013659,,
2009-10-25,20.7,28.020302,,
2009-10-26,25.5,21.258467,,
2009-10-27,28.4,23.493917,,
2009-10-28,32.0,25.543848,,
2009-10-29,33.6,28.198895,,
2009-10-30,35.8,29.595148,,
2009-10-31,38.2,31.438719,,
2009-11-01,39.3,33.412746,,
2009-11-02,40.3,34.48241,,
2009-11-03,23.8,35.414978,,
2009-11-04,24.2,24.014488,,
2009-11-05,23.4,25.117237,,
2009-11-06,30.0,24.855015,,
2009-11-07,35.3,29.506958,,
2009-11-08,34.7,32.976948,,
2009-11-09,36.3,32.14957,,
2009-11-10,38.50000000000001,33.358837,,
2009-11-11,41.0,34.93901,,
2009-11-12,41.1,36.588333,,
2009-11-13,38.2,36.28207,,
2009-11-14,40.3,33.95669,,
2009-11-15,41.6,36.238453,,
2009-11-16,35.3,37.05549,,
2009-11-17,32.1,32.089123,,
2009-11-18,42.1,30.789345,,
2009-11-19,41.7,39.124355,,
2009-11-20,35.3,37.069775,,
2009-11-21,22.5,31.348118,,
2009-11-22,23.4,22.34537,,
2009-11-23,22.8,25.175524,,
2009-11-24,27.1,24.331095,,
2009-11-25,35.3,27.515854,,
2009-11-26,22.7,33.58952,,
2009-11-27,33.4,21.888027,,
2009-11-28,23.700000000000003,32.581852,,
2009-11-29,23.8,23.739697,,
2009-11-30,25.2,24.893793,,
2009-12-01,27.199999999999996,25.95481,,
2009-12-02,30.8,26.844694,,
2009-12-03,34.6,29.03535,,
2009-12-04,26.9,31.206818,,
2009-12-05,27.1,25.587778,,
2009-12-06,30.9,25.80181,,
2009-12-07,32.1,28.514832,,
2009-12-08,21.9,29.398636,,
2009-12-09,24.6,22.581806,,
2009-12-10,24.2,24.476072,,
2009-12-11,24.2,24.155325,,
2009-12-12,26.9,24.334557,,
2009-12-13,29.099999999999998,25.92025,,
2009-12-14,32.1,27.362293,,
2009-12-15,35.4,29.41713,,
2009-12-16,40.89999999999999,31.735708,,
2009-12-17,36.5,35.617924,,
2009-12-18,25.600000000000005,32.06507,,
2009-12-19,28.4,24.931139,,
2009-12-20,31.1,27.331734,,
2009-12-21,35.8,29.338768,,
2009-12-22,37.0,32.440628,,
2009-12-23,40.8,33.266148,,
2009-12-24,32.7,36.193516,,
2009-12-25,28.4,30.351473,,
2009-12-26,30.4,28.015823,,
2009-12-27,32.4,30.020384,,
2009-12-28,36.2,31.206043,,
2009-12-29,36.6,33.650494,,
2009-12-30,38.9,33.287083,,
2009-12-31,37.2,35.211166,,
2010-01-01,37.4,33.70799,,
2010-01-02,27.4,34.121063,,
2010-01-03,27.199999999999996,26.613344,,
2010-01-04,30.9,27.575676,,
2010-01-05,36.3,30.502949,,
2010-01-06,34.3,34.08635,,
2010-01-07,34.6,31.610056,,
2010-01-08,38.2,32.237743,,
2010-01-09,42.00000000000001,35.09012,,
2010-01-10,44.2,37.617237,,
2010-01-11,43.599999999999994,38.695435,,
2010-01-12,41.1,37.73591,,
2010-01-13,27.0,35.85793,,
2010-01-14,29.099999999999998,25.42214,,
2010-01-15,33.9,29.473478,,
2010-01-16,35.4,33.092865,,
2010-01-17,25.2,33.38563,,
2010-01-18,24.8,24.980848,,
2010-01-19,28.2,25.768974,,
2010-01-20,36.6,28.571613,,
2010-01-21,40.8,34.744488,,
2010-01-22,42.9,36.506546,,
2010-01-23,30.5,37.33452,,
2010-01-24,32.6,26.772104,,
2010-01-25,35.8,30.972143,,
2010-01-26,37.9,33.657314,,
2010-01-27,34.3,34.669857,,
2010-01-28,34.4,31.516169,,
2010-01-29,32.1,32.144764,,
2010-01-30,36.9,30.546679,,
2010-01-31,40.2,34.56406,,
2010-02-01,37.1,36.509098,,
2010-02-02,36.6,33.386295,,
2010-02-03,32.9,33.31197,,
2010-02-04,24.7,30.319647,,
2010-02-05,28.7,24.457542,,
2010-02-06,31.3,29.14582,,
2010-02-07,36.1,30.636475,,
2010-02-08,38.0,33.82717,,
2010-02-09,36.7,34.505005,,
2010-02-10,39.2,33.146442,,
2010-02-11,39.3,35.48958,,
2010-02-12,31.799999999999997,35.25028,,
2010-02-13,28.7,29.310059,,
2010-02-14,31.2,27.969807,,
2010-02-15,31.799999999999997,30.530193,,
2010-02-16,33.7,30.548958,,
2010-02-17,36.3,31.943121,,
2010-02-18,34.0,33.777847,,
2010-02-19,35.1,31.696012,,
2010-02-20,37.3,32.681385,,
2010-02-21,38.3,34.279713,,
2010-02-22,30.4,34.6317,,
2010-02-23,25.600000000000005,28.135077,,
2010-02-24,30.1,25.742828,,
2010-02-25,33.7,30.082241,,
2010-02-26,37.5,32.213943,,
2010-02-27,34.7,34.533752,,
2010-02-28,29.0,31.879261,,
2010-03-01,26.799999999999997,27.94315,,
2010-03-02,29.8,27.036985,,
2010-03-03,32.1,29.600607,,
2010-03-04,23.300000000000004,30.839462,,
2010-03-05,27.5,23.765879,,
2010-03-06,20.8,27.625326,,
2010-03-07,26.1,22.54678,,
2010-03-08,23.0,26.653837,,
2010-03-09,23.4,24.165646,,
2010-03-10,21.6,24.259037,,
2010-03-11,25.3,22.869751,,
2010-03-12,26.000000000000004,25.2238,,
2010-03-13,29.6,25.438953,,
2010-03-14,31.1,27.389427,,
2010-03-15,32.3,28.047457,,
2010-03-16,34.3,28.730684,,
2010-03-17,34.9,30.027771,,
2010-03-18,34.2,30.394264,,
2010-03-19,33.6,29.921762,,
2010-03-20,33.3,29.818941,,
2010-03-21,29.3,29.820292,,
2010-03-22,26.5,27.534243,,
2010-03-23,27.9,26.142414,,
2010-03-24,29.499999999999996,27.517855,,
2010-03-25,31.9,28.775452,,
2010-03-26,35.2,30.443794,,
2010-03-27,35.2,32.6881,,
2010-03-28,33.4,32.37863,,
2010-03-29,27.199999999999996,31.026995,,
2010-03-30,25.0,26.742823,,
2010-03-31,25.5,25.735731,,
2010-04-01,27.4,26.126198,,
2010-04-02,25.600000000000005,27.208826,,
2010-04-03,24.099999999999998,25.662786,,
2010-04-04,26.3,24.787054,,
2010-04-05,30.7,26.327484,,
2010-04-06,23.4,29.252878,,
2010-04-07,23.700000000000003,24.129408,,
2010-04-08,24.0,24.337046,,
2010-04-09,20.9,24.390862,,
2010-04-10,22.9,21.97977,,
2010-04-11,20.2,23.025991,,
2010-04-12,20.2,21.070099,,
2010-04-13,19.8,20.734686,,
2010-04-14,19.8,20.414316,,
2010-04-15,21.3,20.337952,,
2010-04-16,25.4,21.005238,,
2010-04-17,29.8,23.20408,,
2010-04-18,29.499999999999996,25.873806,,
2010-04-19,29.8,25.927595,,
2010-04-20,28.4,26.064789,,
2010-04-21,29.7,25.155289,,
2010-04-22,30.7,25.980522,,
2010-04-23,30.4,26.777369,,
2010-04-24,20.0,26.76807,,
2010-04-25,21.3,20.93859,,
2010-04-26,21.7,21.493498,,
2010-04-27,22.1,21.999777,,
2010-04-28,20.5,22.409672,,
2010-04-29,20.5,21.547314,,
2010-04-30,20.0,21.508053,,
2010-05-01,23.700000000000003,21.189274,,
2010-05-02,24.499999999999996,23.367071,,
2010-05-03,26.3,23.731936,,
2010-05-04,25.1,24.593351,,
2010-05-05,17.8,23.635769,,
2010-05-06,21.000000000000004,19.219633,,
2010-05-07,22.0,20.475798,,
2010-05-08,22.5,20.855125,,
2010-05-09,23.300000000000004,20.940338,,
2010-05-10,24.099999999999998,21.45932,,
2010-05-11,17.5,21.958624,,
2010-05-12,16.1,18.649595,,
2010-05-13,17.3,17.632778,,
2010-05-14,19.1,18.027401,,
2010-05-15,19.6,18.871635,,
2010-05-16,17.7,19.166067,,
2010-05-17,17.6,18.080671,,
2010-05-18,20.1,17.762953,,
2010-05-19,20.7,18.776115,,
2010-05-20,19.8,19.13237,,
2010-05-21,20.1,18.883812,,
2010-05-22,18.4,18.940752,,
2010-05-23,18.6,18.058226,,
2010-05-24,16.4,17.89825,,
2010-05-25,18.3,16.742664,,
2010-05-26,16.8,17.235132,,
2010-05-27,14.1,16.717972,,
2010-05-28,18.9,15.468553,,
2010-05-29,14.2,17.227022,,
2010-05-30,16.7,15.51159,,
2010-05-31,17.2,16.196789,,
2010-06-01,17.8,16.501497,,
2010-06-02,16.1,16.830738,,
2010-06-03,17.4,16.121885,,
2010-06-04,16.8,16.438463,,
2010-06-05,15.7,16.21188,,
2010-06-06,14.6,15.65192,,
2010-06-07,12.9,15.077757,,
2010-06-08,14.0,14.4282255,,
2010-06-09,14.9,14.512141,,
2010-06-10,15.2,14.723837,,
2010-06-11,15.599999999999998,14.853824,,
2010-06-12,14.3,15.0559025,,
2010-06-13,12.7,14.665435,,
2010-06-14,13.7,14.152911,,
2010-06-15,15.899999999999999,14.231698,,
2010-06-16,18.9,14.853671,,
2010-06-17,16.8,16.102718,,
2010-06-18,17.2,15.710154,,
2010-06-19,17.8,15.782791,,
2010-06-20,17.1,16.032673,,
2010-06-21,17.4,15.87334,,
2010-06-22,15.8,15.983915,,
2010-06-23,18.5,15.482744,,
2010-06-24,20.600000000000005,16.429428,,
2010-06-25,14.2,17.548676,,
2010-06-26,12.9,15.55766,,
2010-06-27,12.5,14.682053,,
2010-06-28,13.2,14.242621,,
2010-06-29,13.3,14.240567,,
2010-06-30,14.0,14.20481,,
2010-07-01,14.0,14.363841,,
2010-07-02,11.5,14.36889,,
2010-07-03,12.9,13.674996,,
2010-07-04,12.9,13.824889,,
2010-07-05,12.9,13.802661,,
2010-07-06,12.4,13.788976,,
2010-07-07,14.1,13.63032,,
2010-07-08,15.2,13.991049,,
2010-07-09,17.5,14.350151,,
2010-07-10,15.4,15.076685,,
2010-07-11,16.2,14.791966,,
2010-07-12,15.8,14.985479,,
2010-07-13,15.5,14.972324,,
2010-07-14,15.899999999999999,14.915313,,
2010-07-15,15.0,15.014306,,
2010-07-16,13.3,14.818242,,
2010-07-17,12.800000000000002,14.334175,,
2010-07-18,15.5,14.046726,,
2010-07-19,13.5,14.622153,,
2010-07-20,14.8,14.264299,,
2010-07-21,14.0,14.51782,,
2010-07-22,14.5,14.386376,,
2010-07-23,14.9,14.482566,,
2010-07-24,14.4,14.605565,,
2010-07-25,15.0,14.492187,,
2010-07-26,16.1,14.622748,,
2010-07-27,16.3,14.949917,,
2010-07-28,17.5,15.122673,,
2010-07-29,17.9,15.635204,,
2010-07-30,19.8,15.939215,,
2010-07-31,16.6,16.805227,,
2010-08-01,12.7,15.959946,,
2010-08-02,14.1,14.686529,,
2010-08-03,14.1,14.644624,,
2010-08-04,13.3,14.559475,,
2010-08-05,13.399999999999999,14.282361,,
2010-08-06,13.7,14.214275,,
2010-08-07,14.0,14.239812,,
2010-08-08,16.6,14.306738,,
2010-08-09,18.7,15.175792,,
2010-08-10,11.5,16.217237,,
2010-08-11,15.599999999999998,14.266369,,
2010-08-12,16.2,14.890317,,
2010-08-13,15.599999999999998,15.167338,,
2010-08-14,18.5,15.016946,,
2010-08-15,15.1,15.97888,,
2010-08-16,14.1,15.148897,,
2010-08-17,15.2,14.716406,,
2010-08-18,21.3,14.847626,,
2010-08-19,15.7,17.110374,,
2010-08-20,14.4,15.728506,,
2010-08-21,16.5,15.064902,,
2010-08-22,16.6,15.560007,,
2010-08-23,14.8,15.688127,,
2010-08-24,17.1,15.0592785,,
2010-08-25,15.0,15.706657,,
2010-08-26,15.1,15.151539,,
2010-08-27,15.300000000000002,15.050491,,
2010-08-28,16.2,15.062096,,
2010-08-29,16.6,15.3958645,,
2010-08-30,19.3,15.576737,,
2010-08-31,21.5,16.733843,,
2010-09-01,17.9,18.040586,,
2010-09-02,18.6,17.006605,,
2010-09-03,20.8,16.993778,,
2010-09-04,18.7,17.960598,,
2010-09-05,16.7,17.420761,,
2010-09-06,15.599999999999998,16.52348,,
2010-09-07,16.5,15.86618,,
2010-09-08,17.7,16.050413,,
2010-09-09,22.6,16.53046,,
2010-09-10,18.4,18.818073,,
2010-09-11,15.4,17.640854,,
2010-09-12,20.600000000000005,16.241888,,
2010-09-13,20.3,18.166025,,
2010-09-14,16.6,18.451204,,
2010-09-15,16.5,16.911634,,
2010-09-16,16.1,16.518253,,
2010-09-17,16.5,16.2067,,
2010-09-18,16.0,16.22014,,
2010-09-19,15.8,15.899589,,
2010-09-20,17.4,15.746293,,
2010-09-21,18.4,16.383862,,
2010-09-22,19.0,16.981838,,
2010-09-23,18.6,17.40083,,
2010-09-24,18.9,17.36352,,
2010-09-25,23.2,17.421196,,
2010-09-26,20.3,19.331038,,
2010-09-27,22.4,18.604488,,
2010-09-28,17.2,19.395525,,
2010-09-29,17.1,17.318613,,
2010-09-30,18.1,16.88245,,
2010-10-01,21.3,17.176828,,
2010-10-02,24.2,18.663067,,
2010-10-03,27.0,20.427738,,
2010-10-04,29.099999999999998,22.341537,,
2010-10-05,27.4,23.999672,,
2010-10-06,26.4,23.62694,,
2010-10-07,19.2,23.253572,,
2010-10-08,21.1,19.749916,,
2010-10-09,23.1,20.32182,,
2010-10-10,28.5,21.44064,,
2010-10-11,28.5,24.449207,,
2010-10-12,30.0,24.892027,,
2010-10-13,19.4,26.099834,,
2010-10-14,24.2,20.660593,,
2010-10-15,13.3,23.009233,,
2010-10-16,15.8,17.356863,,
2010-10-17,16.0,18.084871,,
2010-10-18,18.4,17.944546,,
2010-10-19,21.2,18.863592,,
2010-10-20,24.0,20.287088,,
2010-10-21,27.199999999999996,21.983145,,
2010-10-22,31.6,23.841333,,
2010-10-23,20.4,26.712135,,
2010-10-24,21.6,20.792608,,
2010-10-25,24.4,20.90722,,
2010-10-26,27.8,22.222853,,
2010-10-27,22.5,24.077448,,
2010-10-28,27.4,21.274881,,
2010-10-29,32.8,23.66963,,
2010-10-30,15.8,27.04015,,
2010-10-31,18.4,18.826578,,
2010-11-01,18.9,19.448097,,
2010-11-02,20.0,19.759756,,
2010-11-03,20.1,20.319382,,
2010-11-04,18.7,20.295244,,
2010-11-05,23.300000000000004,19.439335,,
2010-11-06,27.199999999999996,21.816614,,
2010-11-07,31.5,24.038168,,
2010-11-08,26.5,26.940918,,
2010-11-09,31.2,24.3641,,
2010-11-10,33.7,26.943815,,
2010-11-11,37.4,28.495537,,
2010-11-12,37.5,31.155977,,
2010-11-13,17.7,31.31684,,
2010-11-14,22.0,20.167948,,
2010-11-15,23.1,22.09409,,
2010-11-16,22.199999999999996,23.187538,,
2010-11-17,25.8,22.755161,,
2010-11-18,24.099999999999998,25.170385,,
2010-11-19,25.600000000000005,24.421122,,
2010-11-20,30.1,25.592709,,
2010-11-21,33.3,28.624954,,
2010-11-22,33.9,30.62645,,
2010-11-23,30.2,30.692322,,
2010-11-24,32.2,28.022888,,
2010-11-25,29.4,29.390802,,
2010-11-26,31.7,27.23523,,
2010-11-27,19.6,28.686869,,
2010-11-28,19.3,21.285295,,
2010-11-29,17.7,21.086075,,
2010-11-30,21.2,20.392454,,
2010-12-01,25.8,22.464886,,
2010-12-02,27.9,25.390455,,
2010-12-03,32.3,26.709724,,
2010-12-04,33.7,29.609177,,
2010-12-05,33.3,30.513084,,
2010-12-06,31.5,30.13057,,
2010-12-07,30.8,28.732788,,
2010-12-08,25.1,28.136257,,
2010-12-09,27.199999999999996,24.432943,,
2010-12-10,22.8,25.665615,,
2010-12-11,24.499999999999996,22.82373,,
2010-12-12,23.8,24.09062,,
2010-12-13,24.8,24.024433,,
2010-12-14,30.3,24.781115,,
2010-12-15,26.5,28.538351,,
2010-12-16,24.8,26.025751,,
2010-12-17,26.3,24.862255,,
2010-12-18,24.3,25.80237,,
2010-12-19,18.4,24.186584,,
2010-12-20,23.1,20.239443,,
2010-12-21,22.9,22.815826,,
2010-12-22,27.199999999999996,22.486273,,
2010-12-23,29.8,24.878923,,
2010-12-24,31.7,26.671946,,
2010-12-25,32.5,27.9137,,
2010-12-26,28.8,28.581745,,
2010-12-27,25.0,26.384209,,
2010-12-28,26.3,24.11606,,
2010-12-29,35.3,25.004642,,
2010-12-30,37.6,30.741758,,
2010-12-31,42.1,32.268448,,
2011-01-01,37.8,35.53826,,
2011-01-02,31.1,32.783184,,
2011-01-03,29.499999999999996,29.054028,,
2011-01-04,28.8,28.640608,,
2011-01-05,30.8,28.459003,,
2011-01-06,33.6,29.821554,,
2011-01-07,36.9,31.758804,,
2011-01-08,37.4,34.05717,,
2011-01-09,25.3,34.094757,,
2011-01-10,28.1,25.373383,,
2011-01-11,26.3,28.381071,,
2011-01-12,28.6,26.859486,,
2011-01-13,27.1,28.44503,,
2011-01-14,28.0,26.751476,,
2011-01-15,32.3,27.518448,,
2011-01-16,34.2,30.803923,,
2011-01-17,26.000000000000004,31.798124,,
2011-01-18,26.799999999999997,25.84292,,
2011-01-19,27.8,26.718294,,
2011-01-20,32.0,27.365509,,
2011-01-21,36.3,30.171837,,
2011-01-22,34.6,32.923706,,
2011-01-23,34.2,31.163197,,
2011-01-24,30.9,31.003933,,
2011-01-25,37.6,29.091007,,
2011-01-26,31.799999999999997,34.130157,,
2011-01-27,34.2,29.715729,,
2011-01-28,30.8,31.731113,,
2011-01-29,33.7,29.271587,,
2011-01-30,39.0,31.830513,,
2011-01-31,39.9,35.704174,,
2011-02-01,41.9,35.74318,,
2011-02-02,36.5,37.130787,,
2011-02-03,38.7,32.727802,,
2011-02-04,35.4,35.295235,,
2011-02-05,23.2,32.418224,,
2011-02-06,22.1,23.616703,,
2011-02-07,25.1,24.433195,,
